attempt_id,user_id,session_id,mode,question_id,is_correct,answered_at
457,6,u6-s5,exam,3,0,2026-08-26 15:17:03
458,6,u6-s5,exam,16,0,2026-08-26 15:12:40
459,6,u6-s5,exam,43,1,2026-08-26 15:21:14
460,6,u6-s5,exam,35,1,2026-08-26 15:14:48
461,6,u6-s5,exam,11,1,2026-08-26 15:24:09
462,6,u6-s6,exam,20,0,2026-08-28 22:13:56
463,6,u6-s6,exam,36,0,2026-08-28 22:15:14
464,6,u6-s6,exam,25,0,2026-08-28 22:13:03
465,6,u6-s6,exam,42,1,2026-08-28 22:16:16
466,6,u6-s6,exam,22,1,2026-08-28 22:13:00
467,6,u6-s6,exam,9,1,2026-08-28 22:15:18
468,6,u6-s7,practice,9,1,2026-08-29 05:01:53
469,6,u6-s7,practice,10,0,2026-08-29 05:03:58
470,6,u6-s7,practice,5,1,2026-08-29 05:03:54
471,6,u6-s7,practice,19,1,2026-08-29 05:03:12
472,6,u6-s7,practice,7,0,2026-08-29 05:10:00
473,6,u6-s7,practice,33,1,2026-08-29 05:04:06
474,6,u6-s7,practice,35,0,2026-08-29 05:02:45
475,6,u6-s7,practice,34,1,2026-08-29 05:13:48
476,6,u6-s8,exam,15,1,2026-08-31 09:30:03
477,6,u6-s8,exam,35,0,2026-08-31 09:32:48
478,6,u6-s8,exam,16,1,2026-08-31 09:33:21
479,6,u6-s8,exam,20,1,2026-08-31 09:31:48
480,6,u6-s8,exam,31,1,2026-08-31 09:34:55
481,6,u6-s8,exam,13,0,2026-08-31 09:37:00
482,6,u6-s8,exam,24,0,2026-08-31 09:40:47
483,6,u6-s8,exam,37,0,2026-08-31 09:44:44
484,6,u6-s8,exam,29,1,2026-08-31 09:32:00
485,6,u6-s8,exam,30,0,2026-08-31 09:36:20
486,6,u6-s8,exam,19,1,2026-08-31 09:42:45
487,6,u6-s8,exam,25,1,2026-08-31 09:42:00
